applicant_id,gender,age,num_children,family_size,family_status,education_type,housing_type,own_car,own_property,income_type,occupation_type,annual_income,years_employed,credit_history_months,existing_credit_lines,debt_to_income_ratio,late_payments_24m,has_email,has_work_phone,approved,application_date,product_type,requested_credit_limit,application_channel,application_purpose,monthly_debt_obligation,monthly_expenses,total_outstanding_debt,current_credit_limit,current_credit_balance,credit_score,synthetic_enrichment,synthetic_version,monthly_income,disposable_income,credit_utilization_ratio,total_credit_exposure,income_band,dti_band,credit_history_band,employment_band,payment_risk_indicator,model_target_approval
109927,F,70,3,5,Single / not married,Higher education,House / apartment,N,N,Working,Sales staff,42200.0,3.2,71,1,0.196,0,0,1,0,2025-06-01,Personal Loan,81388.2,Mobile App,Emergency Expense,646.83,2225.5,13808.35,16280.94,3790.44,677,1,v1.0,3516.67,644.34,0.2328,17598.79,Medium,Low,Long,Experienced,Low,0
109928,F,51,0,2,Married,Higher education,House / apartment,Y,N,Pensioner,Medicine staff,22800.0,0.0,119,1,0.336,0,0,1,0,2025-05-12,Credit Card,102320.74,Mobile App,General Spending,556.31,704.94,8702.91,17604.24,4826.8,758,1,v1.0,1900.0,638.75,0.2742,13529.71,Low,Moderate,Long,New,Low,0
109929,F,40,3,5,Married,Incomplete higher,With parents,Y,Y,Pensioner,Medicine staff,51600.0,0.0,116,0,0.225,0,1,1,0,2025-05-27,Credit Card,58541.25,Web,Emergency Expense,983.14,1340.26,14892.53,21399.72,2015.98,719,1,v1.0,4300.0,1976.6,0.0942,16908.51,Medium,Moderate,Long,New,Low,0
109930,F,38,2,4,Married,Higher education,House / apartment,N,N,Pensioner,Sales staff,18600.0,0.0,33,2,0.262,0,0,0,0,2025-08-02,Credit Card,102214.0,Web,General Spending,418.43,911.82,7056.19,26529.07,5314.35,611,1,v1.0,1550.0,219.75,0.2003,12370.54,Low,Moderate,Developing,New,Low,0
109931,M,50,1,3,Married,Incomplete higher,Rented apartment,N,Y,Working,Cooking staff,21800.0,7.0,180,1,0.358,0,1,0,0,2025-01-06,Credit Card,52008.3,Mobile App,General Spending,628.46,916.09,13509.26,21093.99,5566.66,743,1,v1.0,1816.67,272.12,0.2639,19075.92,Low,High,Long,Experienced,Low,0
109932,M,50,0,2,Civil marriage,Secondary,House / apartment,Y,N,Working,Laborers,39500.0,1.6,170,3,0.289,0,0,0,0,2025-01-08,Credit Card,83780.34,Mobile App,General Spending,899.44,1269.31,20828.04,47952.41,3303.12,713,1,v1.0,3291.67,1122.92,0.0689,24131.16,Medium,Moderate,Long,Early Career,Low,0
109933,M,21,0,1,Separated,Incomplete higher,House / apartment,N,Y,Pensioner,Sales staff,16600.0,0.0,0,1,0.093,0,1,0,0,2025-08-19,Credit Line,27177.14,Mobile App,General Spending,130.3,674.28,2156.5,14346.03,3615.94,587,1,v1.0,1383.33,578.75,0.2521,5772.44,Low,Low,New,New,Low,0
109934,M,47,2,4,Married,Academic degree,House / apartment,N,Y,Working,High skill tech staff,77800.0,4.6,72,3,0.432,0,1,0,0,2025-01-13,Credit Card,117090.01,Branch,Debt Consolidation,2498.34,4177.85,58257.81,67267.8,13253.13,667,1,v1.0,6483.33,-192.86,0.197,71510.94,High,High,Long,Experienced,Low,0
109935,M,40,1,3,Married,Higher education,Municipal apartment,Y,Y,Working,High skill tech staff,50600.0,1.4,65,0,0.188,0,1,0,1,2025-07-18,Credit Card,106863.72,Mobile App,General Spending,819.48,2655.03,16831.37,13564.47,4149.34,635,1,v1.0,4216.67,742.16,0.3059,20980.71,Medium,Low,Long,Early Career,Low,1
109936,M,25,0,2,Married,Academic degree,House / apartment,N,N,Commercial associate,Unknown,75200.0,3.1,22,1,0.186,0,0,0,0,2025-12-28,Credit Line,41899.43,Mobile App,Emergency Expense,1133.18,2554.44,23139.05,37464.76,2003.07,563,1,v1.0,6266.67,2579.05,0.0535,25142.12,High,Low,Developing,Experienced,Low,0
109937,F,49,1,3,Single / not married,Secondary,House / apartment,Y,N,Commercial associate,Managers,39400.0,5.4,75,1,0.153,0,1,0,0,2025-01-20,Credit Card,79083.28,Web,Education,558.09,1776.59,12899.96,19953.36,4874.35,697,1,v1.0,3283.33,948.65,0.2443,17774.31,Medium,Low,Long,Experienced,Low,0
109938,F,64,1,3,Separated,Incomplete higher,House / apartment,Y,Y,Working,Laborers,36200.0,13.7,278,2,0.291,0,1,0,0,2026-01-20,Personal Loan,15619.71,Mobile App,General Spending,900.21,1444.1,9223.92,26540.85,8277.52,765,1,v1.0,3016.67,672.36,0.3119,17501.44,Medium,Moderate,Long,Long Tenure,Low,0
109939,F,46,0,2,Married,Secondary,House / apartment,Y,Y,Working,Managers,97300.0,2.5,47,0,0.159,0,1,1,1,2026-01-23,Credit Card,72856.1,Mobile App,General Spending,1273.4,3245.62,11181.89,20012.21,2178.61,696,1,v1.0,8108.33,3589.31,0.1089,13360.5,High,Low,Established,Early Career,Low,1
109940,F,52,0,2,Married,Higher education,House / apartment,N,Y,Pensioner,Security staff,32400.0,0.0,93,1,0.25,0,1,0,0,2025-12-24,Credit Card,54374.37,Branch,General Spending,662.6,945.17,6567.34,17722.04,5155.53,667,1,v1.0,2700.0,1092.23,0.2909,11722.87,Medium,Moderate,Long,New,Low,0
109941,M,59,0,1,Civil marriage,Higher education,Rented apartment,N,Y,Commercial associate,Laborers,52600.0,0.6,139,1,0.119,0,1,0,1,2026-01-26,Credit Card,55637.25,Mobile App,Travel,440.92,1509.9,7523.08,30952.85,5286.89,724,1,v1.0,4383.33,2432.51,0.1708,12809.97,Medium,Low,Long,New,Low,1
109942,M,30,0,1,Married,Higher education,House / apartment,Y,Y,Pensioner,Laborers,25800.0,0.0,20,1,0.259,0,1,0,0,2026-05-20,Credit Card,104614.63,Mobile App,General Spending,551.32,663.21,11987.87,20796.4,2880.97,548,1,v1.0,2150.0,935.47,0.1385,14868.84,Low,Moderate,Developing,New,Low,0
109943,F,21,0,2,Married,Higher education,House / apartment,Y,Y,Pensioner,Accountants,19100.0,0.0,0,0,0.135,0,1,0,0,2025-02-14,Personal Loan,12846.57,Mobile App,General Spending,211.38,833.25,1866.49,5000.0,524.6,583,1,v1.0,1591.67,547.04,0.1049,2391.09,Low,Low,New,New,Low,0
109944,M,47,2,4,Married,Secondary,House / apartment,N,Y,State servant,Unknown,44400.0,1.3,155,2,0.45,0,1,0,0,2025-04-16,Credit Card,29485.25,Mobile App,General Spending,1671.85,1460.78,26993.52,38767.19,10660.61,783,1,v1.0,3700.0,567.37,0.275,37654.13,Medium,High,Long,Early Career,Low,0
109945,M,37,0,1,Separated,Academic degree,House / apartment,Y,Y,Pensioner,Sales staff,34100.0,0.0,46,0,0.097,0,1,0,0,2025-07-17,Credit Card,28102.25,Partner,General Spending,271.45,1434.77,4892.43,11351.42,2162.92,629,1,v1.0,2841.67,1135.45,0.1905,7055.35,Medium,Low,Established,New,Low,0
109946,M,24,0,2,Married,Secondary,Municipal apartment,N,Y,Working,Security staff,110400.0,20.6,12,0,0.136,0,0,1,1,2026-03-05,Credit Card,34827.26,Web,Emergency Expense,1394.17,5194.85,24744.57,31635.04,7750.88,657,1,v1.0,9200.0,2610.98,0.245,32495.45,Very High,Low,New,Long Tenure,Low,1
109947,M,39,0,2,Married,Higher education,House / apartment,N,N,Working,Core staff,64900.0,7.0,39,1,0.205,0,1,1,0,2026-06-28,Credit Card,39105.13,Web,Emergency Expense,1084.86,1631.65,13726.86,34308.57,6909.6,588,1,v1.0,5408.33,2691.82,0.2014,20636.46,High,Moderate,Established,Experienced,Low,0
109948,F,48,4,6,Widow,Incomplete higher,Municipal apartment,N,N,Pensioner,Accountants,14600.0,0.0,139,2,0.527,2,1,0,0,2026-07-27,Credit Card,26539.4,Web,General Spending,597.9,553.78,7095.25,14458.66,7559.15,653,1,v1.0,1216.67,64.99,0.5228,14654.4,Low,Very High,Long,New,High,0
109949,M,38,0,1,Married,Lower secondary,With parents,Y,Y,Working,Sales staff,58700.0,0.4,29,3,0.443,0,1,0,0,2025-12-29,Personal Loan,64349.07,Mobile App,General Spending,1878.41,1932.76,15706.98,43052.66,12916.3,598,1,v1.0,4891.67,1080.5,0.3,28623.28,Medium,High,Developing,New,Low,0
109950,F,31,3,4,Single / not married,Higher education,House / apartment,N,Y,Commercial associate,Security staff,65100.0,25.6,50,0,0.256,0,1,0,1,2025-09-13,Credit Card,56694.47,Web,Debt Consolidation,1339.26,2792.71,14129.47,27025.08,6171.77,663,1,v1.0,5425.0,1293.03,0.2284,20301.24,High,Moderate,Established,Long Tenure,Low,1
109951,F,37,0,1,Married,Higher education,House / apartment,Y,Y,Working,Laborers,104600.0,3.8,75,1,0.147,0,0,0,1,2025-09-14,Credit Card,86689.45,Mobile App,Education,1174.02,3052.51,9635.18,42936.46,3894.29,662,1,v1.0,8716.67,4490.14,0.0907,13529.47,Very High,Low,Long,Experienced,Low,1
109952,M,39,0,2,Single / not married,Higher education,With parents,Y,Y,Working,Medicine staff,73200.0,4.2,79,0,0.045,0,0,0,1,2025-02-07,Credit Card,115824.89,Branch,Emergency Expense,246.0,3047.94,3889.09,22268.05,1873.33,634,1,v1.0,6100.0,2806.06,0.0841,5762.42,High,Low,Long,Experienced,Low,1
109953,M,21,1,2,Married,Secondary,Rented apartment,N,N,Commercial associate,Sales staff,45900.0,9.5,0,4,0.332,0,1,1,0,2025-10-17,Credit Card,32434.11,Branch,Travel,1238.23,1932.13,23039.24,61016.42,15725.81,614,1,v1.0,3825.0,654.64,0.2577,38765.05,Medium,Moderate,New,Long Tenure,Low,0
109954,M,38,0,2,Single / not married,Secondary,House / apartment,Y,N,Working,Laborers,56700.0,3.7,44,1,0.283,0,0,1,0,2025-11-16,Credit Card,83157.12,Mobile App,Education,1458.94,2475.05,25932.08,32716.68,9231.0,599,1,v1.0,4725.0,791.01,0.2821,35163.08,Medium,Moderate,Established,Experienced,Low,0
109955,M,25,1,2,Married,Higher education,House / apartment,Y,Y,Commercial associate,Sales staff,42100.0,4.2,17,3,0.312,0,1,1,0,2025-05-10,Personal Loan,28976.98,Branch,General Spending,1176.48,1176.67,22928.95,45472.38,15566.27,563,1,v1.0,3508.33,1155.18,0.3423,38495.22,Medium,Moderate,Developing,Experienced,Low,0
109956,F,47,2,4,Civil marriage,Higher education,With parents,Y,Y,Working,Accountants,57500.0,10.4,36,2,0.195,0,1,1,1,2026-04-24,Personal Loan,87048.75,Mobile App,General Spending,838.55,3079.74,7815.87,28046.38,7150.24,607,1,v1.0,4791.67,873.38,0.2549,14966.11,Medium,Low,Developing,Long Tenure,Low,1
109957,F,22,0,2,Single / not married,Higher education,House / apartment,Y,Y,Commercial associate,Laborers,190800.0,1.4,2,4,0.286,0,1,0,1,2026-05-21,Personal Loan,74186.22,Mobile App,Emergency Expense,4560.75,7198.98,77809.36,92213.91,27153.05,543,1,v1.0,15900.0,4140.27,0.2945,104962.41,Very High,Moderate,New,Early Career,Low,1
109958,F,51,1,3,Separated,Higher education,House / apartment,Y,Y,Working,Drivers,70700.0,4.3,138,3,0.43,0,0,0,1,2025-07-08,Credit Card,66537.42,Mobile App,General Spending,2619.18,2713.69,29491.38,50178.95,17947.71,672,1,v1.0,5891.67,558.8,0.3577,47439.09,High,High,Long,Experienced,Low,1
109959,M,35,1,2,Married,Higher education,House / apartment,N,Y,Working,Medicine staff,19600.0,2.2,50,3,0.293,0,0,0,0,2026-07-24,Credit Card,11783.6,Mobile App,General Spending,500.95,900.48,9181.31,45876.34,10174.43,629,1,v1.0,1633.33,231.9,0.2218,19355.74,Low,Moderate,Established,Early Career,Low,0
109960,F,34,2,4,Single / not married,Secondary,House / apartment,N,N,Pensioner,Sales staff,29300.0,0.0,17,3,0.439,0,0,0,0,2025-03-08,Personal Loan,78529.75,Mobile App,Emergency Expense,1209.41,1522.42,25305.56,26808.79,9631.37,607,1,v1.0,2441.67,-290.16,0.3593,34936.93,Low,High,Developing,New,Low,0
109961,F,43,0,1,Widow,Incomplete higher,House / apartment,Y,N,Commercial associate,Core staff,94500.0,6.0,96,3,0.255,0,0,0,0,2026-07-22,Credit Card,117246.43,Partner,Debt Consolidation,1820.22,4248.52,33135.66,41376.81,11721.31,680,1,v1.0,7875.0,1806.26,0.2833,44856.97,High,Moderate,Long,Experienced,Low,0
109962,F,30,0,1,Married,Incomplete higher,House / apartment,Y,Y,Commercial associate,Laborers,71600.0,9.8,51,0,0.094,0,0,0,1,2026-04-24,Credit Card,62259.99,Mobile App,General Spending,521.12,3182.3,7464.29,15176.79,3641.36,615,1,v1.0,5966.67,2263.25,0.2399,11105.65,High,Low,Established,Long Tenure,Low,1
109963,F,43,1,3,Married,Secondary,Rented apartment,N,Y,Working,Sales staff,64800.0,2.6,26,3,0.217,0,1,0,1,2025-05-20,Credit Line,62731.97,Mobile App,Debt Consolidation,1109.68,2932.94,15738.96,62069.66,14519.21,568,1,v1.0,5400.0,1357.38,0.2339,30258.17,High,Moderate,Developing,Early Career,Low,1
109964,F,31,3,4,Single / not married,Incomplete higher,House / apartment,Y,N,Commercial associate,Laborers,70000.0,1.4,49,0,0.244,0,1,0,0,2026-02-10,Credit Card,36965.93,Mobile App,General Spending,1465.05,3135.95,24816.09,15384.81,4070.51,664,1,v1.0,5833.33,1232.33,0.2646,28886.6,High,Moderate,Established,Early Career,Low,0
109965,F,33,0,2,Married,Higher education,Rented apartment,Y,N,Commercial associate,Medicine staff,50100.0,3.2,28,1,0.292,0,0,0,0,2025-07-13,Personal Loan,58077.09,Mobile App,General Spending,953.64,2042.14,21244.11,25003.9,6339.97,579,1,v1.0,4175.0,1179.22,0.2536,27584.08,Medium,Moderate,Developing,Experienced,Low,0
109966,F,44,0,2,Married,Secondary,Co-op apartment,Y,Y,Commercial associate,Security staff,53900.0,1.1,40,2,0.287,0,1,0,0,2026-05-14,Credit Card,107782.53,Mobile App,General Spending,1265.53,2157.48,23416.03,46670.81,5342.64,635,1,v1.0,4491.67,1068.66,0.1145,28758.67,Medium,Moderate,Established,Early Career,Low,0
109967,M,27,0,2,Married,Secondary,House / apartment,Y,N,Pensioner,Managers,26800.0,0.0,24,2,0.309,0,1,0,0,2025-04-11,Credit Card,53059.7,Mobile App,General Spending,591.7,1042.3,5662.9,34662.9,12436.99,589,1,v1.0,2233.33,599.33,0.3588,18099.89,Low,Moderate,Developing,New,Low,0
109968,F,26,1,2,Separated,Secondary,Rented apartment,N,Y,Working,Drivers,52700.0,0.4,23,1,0.112,0,1,0,0,2025-06-02,Credit Card,36046.67,Mobile App,Education,491.78,2489.7,10109.51,24983.23,6626.73,630,1,v1.0,4391.67,1410.19,0.2652,16736.24,Medium,Low,Developing,New,Low,0
109969,M,42,0,2,Married,Incomplete higher,Co-op apartment,N,Y,Working,Laborers,48000.0,0.5,31,2,0.228,0,0,0,1,2025-07-11,Credit Card,84264.67,Mobile App,General Spending,1063.03,1854.38,9405.85,27232.95,6423.01,635,1,v1.0,4000.0,1082.59,0.2359,15828.86,Medium,Moderate,Developing,New,Low,1
109970,M,39,0,1,Married,Secondary,With parents,N,Y,State servant,Managers,62900.0,1.4,25,3,0.397,0,0,0,0,2025-05-05,Credit Card,108966.86,Mobile App,Travel,2230.94,1824.76,31172.14,28011.17,9291.77,603,1,v1.0,5241.67,1185.97,0.3317,40463.91,High,High,Developing,Early Career,Low,0
109971,F,41,1,2,Married,Secondary,House / apartment,N,N,State servant,Sales staff,104600.0,2.4,115,0,0.149,0,0,1,1,2025-07-27,Personal Loan,19726.86,Web,Education,1171.37,4105.94,16447.55,23522.19,3616.8,704,1,v1.0,8716.67,3439.36,0.1538,20064.35,Very High,Low,Long,Early Career,Low,1
109972,F,43,0,2,Separated,Secondary,Rented apartment,Y,Y,Working,Core staff,27600.0,17.2,34,0,0.109,0,1,0,1,2026-01-11,Personal Loan,80061.38,Partner,General Spending,242.3,1202.54,4357.34,8532.35,1091.08,630,1,v1.0,2300.0,855.16,0.1279,5448.42,Low,Low,Developing,Long Tenure,Low,1
109973,M,40,0,2,Married,Secondary,Rented apartment,N,Y,Working,Core staff,59700.0,4.0,25,1,0.07,0,1,0,1,2026-01-30,Credit Card,61401.95,Mobile App,General Spending,323.46,2476.22,6914.75,23370.75,3270.73,611,1,v1.0,4975.0,2175.32,0.1399,10185.48,Medium,Low,Developing,Experienced,Low,1
109974,M,46,0,2,Married,Higher education,House / apartment,N,Y,Commercial associate,Drivers,69100.0,0.8,69,2,0.297,0,1,0,0,2025-12-12,Credit Card,67115.72,Branch,Travel,1887.35,2972.39,23441.41,42195.73,9558.61,684,1,v1.0,5758.33,898.59,0.2265,33000.02,High,Moderate,Long,New,Low,0
109975,M,41,0,1,Widow,Higher education,House / apartment,N,N,Commercial associate,Managers,69500.0,1.2,110,2,0.302,0,1,0,0,2025-04-29,Credit Card,31549.02,Web,General Spending,1440.99,2511.61,26161.52,44797.52,10945.38,714,1,v1.0,5791.67,1839.07,0.2443,37106.9,High,Moderate,Long,Early Career,Low,0
109976,F,21,0,2,Married,Secondary,With parents,Y,Y,Working,Laborers,37200.0,1.8,0,2,0.186,0,0,0,0,2025-05-07,Credit Card,78427.01,Web,Debt Consolidation,556.34,1119.69,9599.47,27777.06,2775.34,538,1,v1.0,3100.0,1423.97,0.0999,12374.81,Medium,Low,New,Early Career,Low,0
109977,F,21,0,1,Civil marriage,Higher education,House / apartment,N,N,State servant,Unknown,43100.0,14.1,0,2,0.39,0,1,0,0,2026-07-27,Personal Loan,83843.69,Web,General Spending,1322.69,1983.56,23490.58,37355.45,4154.8,590,1,v1.0,3591.67,285.42,0.1112,27645.38,Medium,High,New,Long Tenure,Low,0
109978,F,61,0,2,Married,Secondary,Municipal apartment,N,Y,Pensioner,Sales staff,46100.0,0.0,62,0,0.257,0,1,0,0,2025-06-06,Credit Card,111501.8,Web,Emergency Expense,894.64,1203.05,7427.93,17664.71,2227.62,659,1,v1.0,3841.67,1743.98,0.1261,9655.55,Medium,Moderate,Long,New,Low,0
109979,F,40,2,3,Married,Higher education,Co-op apartment,Y,Y,Pensioner,Medicine staff,32600.0,0.0,68,2,0.358,0,0,1,0,2025-03-06,Credit Line,32390.17,Partner,Travel,1101.61,1057.19,17835.38,34569.86,6667.64,584,1,v1.0,2716.67,557.87,0.1929,24503.02,Medium,High,Long,New,Low,0
109980,M,50,0,2,Separated,Secondary,House / apartment,Unknown,Y,Commercial associate,Laborers,51400.0,0.5,147,1,0.282,0,0,0,1,2025-10-10,Credit Card,86108.94,Mobile App,Debt Consolidation,1056.56,2682.72,24276.8,28946.97,9709.17,692,1,v1.0,4283.33,544.05,0.3354,33985.97,Medium,Moderate,Long,New,Low,1
109981,F,36,1,3,Widow,Higher education,With parents,N,Y,Working,Drivers,46000.0,11.9,75,2,0.078,0,0,1,0,2025-01-05,Credit Card,20778.35,Web,General Spending,270.43,1644.01,3230.24,41944.24,854.5,710,1,v1.0,3833.33,1918.89,0.0204,4084.74,Medium,Low,Long,Long Tenure,Low,0
109982,M,39,0,2,Single / not married,Secondary,House / apartment,Y,Y,Working,Accountants,67500.0,3.7,88,1,0.287,0,1,1,1,2025-08-02,Personal Loan,85336.96,Web,Debt Consolidation,1820.44,2345.13,37439.73,34053.77,9892.2,682,1,v1.0,5625.0,1459.43,0.2905,47331.93,High,Moderate,Long,Experienced,Low,1
109983,F,35,0,1,Separated,Higher education,House / apartment,N,N,Working,Unknown,51800.0,13.5,84,0,0.022,0,1,0,0,2026-06-17,Credit Card,15433.87,Partner,Debt Consolidation,94.21,1483.46,1840.72,9767.93,720.35,731,1,v1.0,4316.67,2739.0,0.0737,2561.07,Medium,Low,Long,Long Tenure,Low,0
109984,F,67,2,4,Separated,Secondary,Municipal apartment,N,N,Student,Managers,29700.0,8.2,124,1,0.305,0,0,0,0,2025-06-16,Credit Card,78613.15,Web,Debt Consolidation,744.28,959.73,17695.33,21095.12,4438.04,727,1,v1.0,2475.0,770.99,0.2104,22133.37,Low,Moderate,Long,Long Tenure,Low,0
109985,F,42,0,2,Married,Secondary,House / apartment,N,Y,Working,Sales staff,36300.0,1.8,42,1,0.162,0,1,0,1,2026-03-15,Credit Card,31464.86,Partner,Education,465.53,1267.01,6091.43,15661.47,3363.4,643,1,v1.0,3025.0,1292.46,0.2148,9454.83,Medium,Low,Established,Early Career,Low,1
109986,M,34,0,2,Separated,Higher education,House / apartment,N,Y,Commercial associate,Laborers,47300.0,3.0,30,1,0.028,0,1,0,1,2025-11-02,Personal Loan,54372.68,Web,General Spending,110.35,1568.26,2387.45,31201.06,5094.02,648,1,v1.0,3941.67,2263.06,0.1633,7481.47,Medium,Low,Developing,Early Career,Low,1
109987,M,21,2,3,Married,Higher education,Rented apartment,Y,Y,Pensioner,Sales staff,53100.0,0.0,0,2,0.393,0,1,1,0,2025-08-10,Credit Card,109836.53,Web,General Spending,1679.32,1713.18,20853.45,30503.13,9797.62,554,1,v1.0,4425.0,1032.5,0.3212,30651.07,Medium,High,New,New,Low,0
109988,M,61,1,3,Separated,Secondary,House / apartment,N,Y,Working,Sales staff,55500.0,1.6,84,0,0.211,0,1,0,0,2026-02-17,Credit Card,86110.77,Branch,General Spending,918.52,2893.12,14083.81,17813.8,356.28,707,1,v1.0,4625.0,813.36,0.02,14440.09,Medium,Moderate,Long,Early Career,Low,0
109989,F,38,1,2,Married,Secondary,With parents,N,Y,Commercial associate,Medicine staff,28800.0,6.9,101,3,0.177,0,1,0,0,2026-01-06,Credit Card,28903.64,Branch,Emergency Expense,377.17,1190.84,5926.91,29037.45,10619.8,704,1,v1.0,2400.0,831.99,0.3657,16546.71,Low,Low,Long,Experienced,Low,0
109990,M,48,1,2,Married,Higher education,Municipal apartment,Y,N,Working,Sales staff,115300.0,5.0,91,3,0.432,0,1,0,0,2025-07-18,Credit Card,72239.38,Web,Education,4164.17,3048.76,80099.55,73628.56,25955.19,672,1,v1.0,9608.33,2395.4,0.3525,106054.74,Very High,High,Long,Experienced,Low,0
109991,M,49,0,1,Civil marriage,Secondary,House / apartment,N,Y,Working,Unemployed,61200.0,2.5,180,1,0.221,0,0,0,1,2025-05-20,Credit Line,64049.84,Branch,General Spending,1073.27,3192.03,12839.27,30480.66,4925.22,756,1,v1.0,5100.0,834.7,0.1616,17764.49,High,Moderate,Long,Early Career,Low,1
109992,M,34,3,4,Separated,Secondary,House / apartment,N,Y,Commercial associate,Laborers,73200.0,7.0,73,1,0.108,0,0,0,1,2026-07-26,Credit Card,87230.83,Mobile App,General Spending,634.08,3557.37,8487.88,36405.44,8757.57,700,1,v1.0,6100.0,1908.55,0.2406,17245.45,High,Low,Long,Experienced,Low,1
109993,F,47,2,4,Married,Secondary,House / apartment,Y,N,Commercial associate,Medicine staff,38200.0,15.8,108,0,0.277,0,0,1,1,2025-04-15,Credit Card,56203.99,Partner,Education,928.32,1066.84,21917.89,10071.24,3387.48,712,1,v1.0,3183.33,1188.17,0.3364,25305.37,Medium,Moderate,Long,Long Tenure,Low,1
109994,M,33,0,2,Married,Incomplete higher,Municipal apartment,N,N,Commercial associate,Laborers,42500.0,4.2,45,1,0.133,0,0,0,1,2026-08-21,Credit Card,34380.52,Branch,General Spending,451.98,1354.12,8339.63,30344.15,13598.11,622,1,v1.0,3541.67,1735.57,0.4481,21937.74,Medium,Low,Established,Experienced,Low,1
109995,F,29,2,4,Single / not married,Secondary,House / apartment,N,Y,State servant,Accountants,47900.0,4.6,21,1,0.27,0,0,0,1,2025-10-21,Credit Card,57153.6,Web,Travel,1068.27,1466.24,17949.96,16302.75,4929.49,588,1,v1.0,3991.67,1457.16,0.3024,22879.45,Medium,Moderate,Developing,Experienced,Low,1
109996,F,52,0,2,Married,Lower secondary,House / apartment,N,N,Working,Drivers,37300.0,7.8,181,0,0.072,0,0,0,1,2026-09-13,Credit Line,83050.97,Mobile App,Education,253.77,1683.65,2255.18,6263.34,991.14,732,1,v1.0,3108.33,1170.91,0.1582,3246.32,Medium,Low,Long,Long Tenure,Low,1
109997,F,38,1,3,Married,Incomplete higher,House / apartment,N,Y,Commercial associate,Drivers,45200.0,3.0,55,3,0.349,0,0,0,0,2025-08-09,Credit Card,35155.72,Mobile App,Emergency Expense,1354.91,1922.85,32469.55,33556.87,7946.83,584,1,v1.0,3766.67,488.91,0.2368,40416.38,Medium,Moderate,Established,Early Career,Low,0
109998,M,45,0,2,Married,Academic degree,Municipal apartment,Y,Y,Commercial associate,Sales staff,34400.0,1.6,93,0,0.14,0,0,1,1,2025-12-19,Personal Loan,79056.17,Mobile App,General Spending,384.0,1628.68,7775.6,13981.72,1398.0,713,1,v1.0,2866.67,853.99,0.1,9173.6,Medium,Low,Long,Early Career,Low,1
109999,M,44,0,2,Married,Lower secondary,House / apartment,N,Y,Working,Unknown,23300.0,4.3,47,2,0.238,0,1,1,0,2026-01-19,Credit Card,104862.72,Mobile App,Emergency Expense,421.56,927.44,9963.25,37428.03,11781.72,622,1,v1.0,1941.67,592.67,0.3148,21744.97,Low,Moderate,Established,Experienced,Low,0
110000,M,47,0,2,Single / not married,Academic degree,House / apartment,N,N,Pensioner,Managers,16100.0,0.0,40,4,0.377,2,1,1,0,2025-07-31,Personal Loan,26877.64,Web,General Spending,500.44,544.43,6695.63,29252.23,13575.48,578,1,v1.0,1341.67,296.8,0.4641,20271.11,Low,High,Established,New,High,0
